Asset_ID,Asset_Type,Acquisition_Date,Acquisition_Cost,Depreciation_Method,Depreciation_Rate,Book_Value,Useful_Life,Years_in_Service,Maintenance_Cost,Repair_Frequency,Condition_Score,Utilization_Percentage,Retired
A45950,Machine,2019-11-09,51727,Declining Balance,17,8529.99,10,4,8097,7,4,96,0
A45951,Furniture,2008-12-25,23780,Declining Balance,15,-32549.28,5,15,15660,6,8,22,1
A45952,Equipment,2021-12-10,149160,Straight-Line,15,85961.11,15,2,17866,1,1,23,1
A45953,Equipment,2013-12-17,140824,Declining Balance,19,-148440.07,12,10,1730,9,10,55,0
A45954,Equipment,2024-08-05,111106,Straight-Line,10,109218.72,16,0,1066,12,3,0,1
A45955,Furniture,2024-08-19,193967,Straight-Line,11,191161.12,17,0,18952,9,10,82,0
A45956,Vehicle,2022-03-14,141996,Straight-Line,17,80027.39,5,2,2066,9,10,8,0
A45957,Building,2016-05-12,152842,Declining Balance,20,-104183.81,6,8,2292,5,5,58,1
A45958,Furniture,2015-01-26,70238,Straight-Line,10,2097.52,26,9,4377,1,8,58,0
A45959,Equipment,2005-01-10,59907,Straight-Line,14,-105741.6,28,19,6276,7,10,69,0
A45960,Machine,2019-07-13,212695,Declining Balance,11,90136.06,10,5,7919,6,4,13,0
A45961,Equipment,2007-07-08,204187,Straight-Line,6,-7272.41,21,17,13961,13,3,18,1
A45962,Machine,2020-10-09,105663,Declining Balance,10,63455.7,12,3,6702,12,9,89,0
A45963,Vehicle,2018-02-16,156092,Declining Balance,10,52429.81,25,6,14256,0,7,46,0
A45964,Equipment,2013-12-28,154803,Straight-Line,10,-12087.36,10,10,2481,5,4,26,0
A45965,Vehicle,2020-07-23,235462,Declining Balance,14,96739.4,11,4,19806,10,8,28,0
A45966,Machine,2008-11-15,146388,Straight-Line,16,-226055.16,8,15,18561,14,7,41,1
A45967,Furniture,2013-04-22,81794,Declining Balance,6,25524.21,10,11,6929,14,6,5,1
A45968,Furniture,2022-12-18,7214,Declining Balance,17,5003.16,30,1,2587,4,4,70,0
A45969,Equipment,2007-04-16,30411,Declining Balance,12,-33407.11,22,17,14302,8,10,88,0
A45970,Building,2006-09-03,104555,Straight-Line,20,-274020.04,26,18,916,8,6,72,0
A45971,Building,2017-02-11,34914,Straight-Line,15,-5174.92,29,7,1741,1,4,40,0
A45972,Building,2006-02-05,92064,Straight-Line,6,-11118.3,28,18,17010,8,3,93,1
A45973,Equipment,2016-07-23,161152,Declining Balance,18,-77026.24,11,8,8596,13,6,34,0
A45974,Machine,2014-10-15,29827,Declining Balance,10,49.03,28,9,8051,12,10,84,0
A45975,Machine,2007-07-23,226612,Declining Balance,17,-436740.31,20,17,15498,3,2,83,1
A45976,Machine,2008-06-03,39387,Straight-Line,9,-18583.11,21,16,17884,12,10,92,0
A45977,Machine,2020-04-04,208569,Declining Balance,8,133324.16,29,4,8052,4,8,43,0
A45978,Vehicle,2015-01-11,172254,Straight-Line,11,-12345.66,21,9,13148,4,10,95,0
A45979,Furniture,2012-04-11,197856,Straight-Line,20,-296621.38,17,12,17069,15,6,78,0
A45980,Machine,2017-07-17,59682,Straight-Line,19,-22273.65,26,7,5352,0,2,95,1
A45981,Equipment,2015-03-04,162513,Declining Balance,17,-102708.22,24,9,8918,15,2,58,1
A45982,Equipment,2017-10-25,199137,Declining Balance,16,-22412.46,30,6,10278,3,3,88,1
A45983,Equipment,2012-05-31,61894,Straight-Line,6,15997.48,5,12,19422,5,3,64,1
A45984,Equipment,2013-05-07,198760,Straight-Line,16,-164562.39,27,11,903,0,1,89,1
A45985,Vehicle,2009-10-10,211088,Straight-Line,18,-358849.6,16,15,4110,14,6,58,0
A45986,Building,2017-07-17,207384,Straight-Line,16,-32431.45,11,7,11495,10,4,92,0
A45987,Equipment,2007-01-02,197378,Straight-Line,5,21981.96,29,17,724,8,8,10,0
A45988,Building,2015-09-13,202574,Declining Balance,17,-109817.31,6,9,9560,14,1,17,1
A45989,Building,2020-04-24,206274,Straight-Line,14,77626.84,27,4,5574,12,2,86,1
A45990,Machine,2013-05-28,17787,Declining Balance,10,-2431.7,17,11,14506,5,1,49,1
A45991,Building,2018-05-11,136480,Declining Balance,7,75232.26,23,6,9871,1,8,5,0
A45992,Machine,2023-09-28,248554,Straight-Line,6,233273.04,14,1,10671,5,4,49,0
A45993,Building,2008-07-29,177952,Declining Balance,14,-225643.14,15,16,4579,10,9,62,1
A45994,Equipment,2015-09-16,59550,Declining Balance,11,182.73,29,9,2905,3,7,15,0
A45995,Building,2005-09-05,30781,Declining Balance,7,-10370.25,19,19,6648,1,6,86,0
A45996,Furniture,2008-10-30,240276,Straight-Line,9,-104536.52,30,15,7742,11,5,26,0
A45997,Furniture,2021-02-18,161032,Declining Balance,17,61580.4,13,3,4369,9,1,81,1
A45998,Equipment,2013-06-22,20655,Declining Balance,6,6652.61,30,11,736,14,4,14,0
A45999,Furniture,2018-12-22,55327,Straight-Line,14,10443.92,17,5,16797,7,1,76,1
A46000,Equipment,2011-12-30,131124,Declining Balance,15,-120202.99,8,12,57,10,1,81,1
A46001,Equipment,2006-01-30,213589,Declining Balance,10,-185734.65,12,18,12012,14,5,67,1
A46002,Machine,2016-06-26,234401,Straight-Line,16,-76318.4,17,8,17123,14,1,94,1
A46003,Building,2004-12-16,143945,Declining Balance,14,-255457.02,27,19,8412,8,1,6,1
A46004,Vehicle,2014-10-15,18297,Declining Balance,15,-9103.38,16,9,16583,2,2,76,1
A46005,Furniture,2018-10-21,67286,Straight-Line,11,23140.85,7,5,13654,7,8,82,0
A46006,Building,2014-07-04,160210,Declining Balance,15,-86491.45,16,10,3577,4,3,82,1
A46007,Machine,2014-08-07,79246,Straight-Line,12,-17490.57,16,10,14197,14,3,50,1
A46008,Machine,2012-12-12,45545,Declining Balance,11,-13695.94,6,11,3497,1,9,44,1
A46009,Building,2008-05-08,129558,Straight-Line,11,-104516.04,27,16,8248,0,7,13,0
A46010,Equipment,2018-07-05,193261,Declining Balance,20,-48712.36,5,6,16270,4,1,42,1
A46011,Vehicle,2006-12-31,208573,Declining Balance,8,-88069.23,11,17,7368,1,7,7,1
A46012,Vehicle,2008-02-26,64763,Declining Balance,20,-150534.05,10,16,14324,14,7,12,1
A46013,Vehicle,2016-04-02,241947,Declining Balance,13,-25964.56,7,8,5305,13,6,80,1
A46014,Vehicle,2016-04-17,121891,Declining Balance,6,59896.9,17,8,3183,6,9,71,0
A46015,Machine,2012-08-08,164440,Declining Balance,13,-95717.6,15,12,2470,14,7,40,0
A46016,Equipment,2010-04-04,236370,Declining Balance,15,-278366.15,27,14,9892,8,5,69,0
A46017,Machine,2023-09-02,20820,Declining Balance,12,18082.03,17,1,15458,9,3,90,1
A46018,Vehicle,2010-08-19,206174,Straight-Line,19,-347829.66,16,14,7558,14,7,4,0
A46019,Building,2012-12-22,239956,Straight-Line,20,-326208.68,11,11,3484,0,2,24,1
A46020,Equipment,2016-03-12,12363,Straight-Line,14,-2479.37,22,8,15873,8,3,71,1
A46021,Equipment,2015-02-22,136411,Straight-Line,5,70746.86,27,9,3677,9,5,48,0
A46022,Furniture,2018-12-04,30842,Straight-Line,20,-5205.12,25,5,5978,9,2,85,1
A46023,Vehicle,2008-11-14,118176,Straight-Line,19,-238925.97,5,15,14703,2,9,31,1
A46024,Vehicle,2007-08-19,14905,Declining Balance,10,-10649.93,16,17,18058,15,2,11,1
A46025,Furniture,2021-05-18,150949,Declining Balance,9,104907.49,13,3,15085,10,8,71,0
A46026,Machine,2014-06-03,83822,Straight-Line,6,31765.09,7,10,4055,10,4,81,1
A46027,Furniture,2006-08-13,84134,Straight-Line,20,-221468.35,27,18,17173,1,3,75,1
A46028,Building,2020-05-07,119314,Declining Balance,16,34950.83,18,4,654,5,10,38,0
A46029,Vehicle,2023-10-12,201229,Straight-Line,6,189320.65,18,0,11699,6,10,28,0
A46030,Building,2022-07-19,99113,Declining Balance,19,57322.61,17,2,13141,9,7,85,0
A46031,Furniture,2015-06-15,158512,Straight-Line,12,-18726.13,15,9,18539,1,9,64,0
A46032,Building,2012-08-03,196195,Straight-Line,13,-114551.0,16,12,14629,4,5,71,0
A46033,Building,2007-12-28,135751,Straight-Line,15,-206062.58,16,16,6847,7,2,17,1
A46034,Building,2010-12-18,138053,Declining Balance,5,42720.78,8,13,13538,12,1,5,1
A46035,Machine,2021-06-15,62708,Straight-Line,16,29474.48,27,3,3003,7,4,60,0
A46036,Vehicle,2014-01-27,100447,Straight-Line,17,-82242.7,9,10,15248,4,4,59,1
A46037,Machine,2010-12-05,117330,Straight-Line,15,-126362.8,12,13,6363,13,9,50,1
A46038,Furniture,2019-02-01,162470,Straight-Line,8,88615.14,14,5,18151,6,2,6,1
A46039,Building,2022-07-14,95548,Straight-Line,9,76346.78,20,2,8948,6,6,43,0
A46040,Furniture,2018-05-03,48471,Straight-Line,12,11054.04,15,6,11885,13,10,56,0
A46041,Machine,2006-09-10,62829,Straight-Line,16,-118972.31,7,18,2418,7,4,50,1
A46042,Vehicle,2005-05-04,73904,Declining Balance,10,-69753.23,21,19,11012,12,9,55,0
A46043,Building,2018-01-23,59777,Straight-Line,20,-20406.07,30,6,7925,1,2,85,1
A46044,Vehicle,2022-03-01,88863,Straight-Line,18,47231.29,26,2,15145,4,8,89,0
A46045,Furniture,2014-03-03,83914,Declining Balance,14,-40646.56,20,10,12917,1,6,47,0
A46046,Machine,2008-08-23,132022,Declining Balance,8,-38355.1,15,16,8806,11,9,27,1
A46047,Machine,2010-10-16,185818,Straight-Line,6,29914.15,17,13,10806,10,8,52,0
A46048,Equipment,2010-11-11,210600,Declining Balance,7,5504.45,5,13,15456,8,1,53,1
A46049,Equipment,2018-02-11,33999,Straight-Line,11,9110.8,18,6,8059,4,5,4,0
A46050,Vehicle,2011-04-12,95087,Straight-Line,7,5257.14,12,13,7,7,4,50,1
A46051,Vehicle,2006-01-05,247423,Straight-Line,16,-495415.41,18,18,8459,9,4,34,0
A46052,Machine,2008-01-28,31414,Declining Balance,20,-73517.37,7,16,11517,11,8,76,1
A46053,Equipment,2007-04-29,28799,Declining Balance,11,-26487.19,22,17,12688,1,3,75,1
A46054,Equipment,2005-05-19,215259,Straight-Line,6,-35267.09,25,19,17038,15,5,34,0
A46055,Equipment,2010-02-14,96612,Declining Balance,14,-101567.0,10,14,13887,5,8,55,1
A46056,Machine,2014-02-12,171634,Declining Balance,14,-84387.5,5,10,7153,0,2,66,1
A46057,Equipment,2009-03-19,199508,Declining Balance,7,-17819.07,16,15,837,9,9,24,0
A46058,Building,2020-01-11,101562,Declining Balance,14,34169.35,24,4,15713,15,4,76,0
A46059,Vehicle,2015-12-23,99131,Declining Balance,19,-66512.83,7,8,4739,15,10,75,1
A46060,Machine,2010-09-09,126614,Declining Balance,16,-158721.92,18,14,5052,10,8,29,0
A46061,Furniture,2015-10-08,249026,Straight-Line,10,24834.37,9,9,10470,0,9,94,0
A46062,Machine,2009-03-04,107637,Straight-Line,19,-211455.1,12,15,16722,10,8,59,1
A46063,Furniture,2018-02-10,218831,Straight-Line,10,73143.51,5,6,3076,15,10,76,1
A46064,Building,2023-09-30,137133,Straight-Line,7,127349.59,8,1,9301,11,1,41,1
A46065,Machine,2017-02-24,219025,Declining Balance,18,-81357.29,7,7,11615,9,8,91,0
A46066,Machine,2013-07-14,74537,Straight-Line,20,-92997.67,21,11,12971,11,10,64,0
A46067,Equipment,2012-08-21,61723,Straight-Line,14,-43131.69,11,12,3149,4,8,5,1
A46068,Furniture,2014-10-18,67709,Straight-Line,5,33937.98,30,9,15401,5,7,69,0
A46069,Furniture,2020-02-06,61721,Straight-Line,15,18499.39,11,4,3911,12,1,10,1
A46070,Furniture,2019-07-11,94313,Straight-Line,7,59693.67,30,5,12508,2,2,93,1
A46071,Furniture,2015-04-24,105788,Declining Balance,19,-84360.86,30,9,15220,6,2,81,1
A46072,Equipment,2013-12-01,227043,Straight-Line,12,-68697.61,16,10,8705,12,10,33,0
A46073,Machine,2009-05-07,38716,Declining Balance,13,-38931.32,29,15,7670,7,2,3,1
A46074,Vehicle,2022-12-26,173238,Declining Balance,5,157812.7,8,1,19451,9,8,49,0
A46075,Building,2023-09-20,33917,Straight-Line,19,27172.63,17,1,11711,7,6,15,0
A46076,Equipment,2007-12-27,190452,Straight-Line,15,-289173.97,14,16,16098,7,10,84,1
A46077,Building,2021-06-07,83704,Straight-Line,14,44631.43,12,3,1573,13,1,30,1
A46078,Vehicle,2006-07-08,16400,Straight-Line,5,1426.58,11,18,14356,5,9,23,1
A46079,Building,2022-12-03,125982,Straight-Line,19,81846.88,12,1,2294,5,8,55,0
A46080,Vehicle,2022-01-30,178249,Declining Balance,19,87317.59,24,2,2398,14,10,65,0
A46081,Vehicle,2011-01-03,146013,Declining Balance,16,-175615.64,9,13,2567,14,1,21,1
A46082,Building,2007-03-14,123492,Declining Balance,9,-71875.73,6,17,18436,7,7,36,1
A46083,Furniture,2014-08-03,246407,Straight-Line,16,-155081.14,27,10,2165,10,3,29,1
A46084,Machine,2007-07-11,33027,Straight-Line,13,-41044.87,21,17,3816,10,6,3,0
A46085,Equipment,2018-02-13,146068,Straight-Line,17,-19044.87,28,6,16439,11,8,6,0
A46086,Machine,2006-03-17,56580,Declining Balance,17,-122036.08,14,18,18655,4,9,11,1
A46087,Equipment,2009-07-28,63638,Declining Balance,11,-42783.91,9,15,13803,2,1,38,1
A46088,Building,2007-08-07,154066,Straight-Line,12,-163521.01,28,17,15458,9,9,95,0
A46089,Machine,2013-05-12,33140,Declining Balance,17,-31147.06,5,11,13324,10,3,43,1
A46090,Building,2016-11-05,184713,Straight-Line,9,52994.92,6,7,13188,8,10,86,1
A46091,Furniture,2018-11-03,159561,Declining Balance,20,-29639.0,5,5,1754,2,6,68,0
A46092,Vehicle,2021-11-24,247564,Declining Balance,7,197854.51,13,2,19628,10,9,69,0
A46093,Building,2022-11-03,218686,Declining Balance,20,134446.95,22,1,1084,4,9,8,0
A46094,Building,2016-03-15,174601,Declining Balance,19,-109606.38,7,8,843,7,2,25,1
A46095,Furniture,2014-07-27,134498,Straight-Line,9,10995.67,19,10,5220,1,6,21,0
A46096,Furniture,2008-05-27,235197,Declining Balance,15,-342421.06,29,16,18356,3,5,72,0
A46097,Machine,2024-02-03,15896,Straight-Line,9,14931.79,27,0,15798,4,5,99,0
A46098,Furniture,2013-02-18,213966,Declining Balance,19,-259174.38,18,11,6767,0,7,94,0
A46099,Furniture,2019-04-21,101183,Straight-Line,7,62470.11,8,5,9700,13,1,100,1
A46100,Furniture,2024-04-07,74649,Declining Balance,7,72043.44,18,0,13640,14,5,40,0
A46101,Vehicle,2023-11-12,159819,Declining Balance,18,133888.91,18,0,8947,1,9,60,0
A46102,Vehicle,2024-03-14,245816,Declining Balance,5,238879.27,17,0,8075,12,9,10,0
A46103,Furniture,2008-03-30,119913,Straight-Line,14,-157614.96,18,16,14364,3,6,19,0
A46104,Vehicle,2010-09-01,141830,Declining Balance,16,-178293.91,22,14,3848,14,2,23,1
A46105,Machine,2017-01-15,164041,Declining Balance,15,-26134.2,17,7,4409,4,6,29,0
A46106,Equipment,2019-06-24,30692,Declining Balance,12,11207.2,10,5,1915,6,7,0,0
A46107,Machine,2018-03-28,45559,Straight-Line,18,-8003.41,27,6,9511,15,8,50,0
A46108,Furniture,2013-08-15,29037,Declining Balance,12,-9816.89,23,11,8680,8,2,2,1
A46109,Machine,2022-03-01,109359,Straight-Line,6,92281.02,6,2,10664,4,4,69,0
A46110,Furniture,2018-05-31,241707,Declining Balance,16,-4105.71,19,6,2478,0,9,86,0
A46111,Equipment,2021-02-26,26397,Declining Balance,12,14958.78,28,3,12794,9,10,58,0
A46112,Furniture,2007-08-15,62092,Straight-Line,11,-55086.66,12,17,6380,6,2,96,1
A46113,Vehicle,2020-01-23,74684,Straight-Line,11,36016.1,5,4,8404,7,10,51,0
A46114,Vehicle,2021-06-20,196506,Straight-Line,11,125203.93,13,3,4934,12,10,12,0
A46115,Vehicle,2021-02-13,126683,Declining Balance,18,43530.36,11,3,15106,0,1,37,1
A46116,Machine,2011-01-04,67710,Straight-Line,20,-118687.28,9,13,5101,1,7,54,1
A46117,Furniture,2012-12-17,216130,Straight-Line,7,37440.82,22,11,14348,6,6,1,0
A46118,Building,2009-12-16,164086,Declining Balance,9,-54719.31,7,14,6534,9,5,5,1
A46119,Furniture,2018-10-02,145098,Declining Balance,9,66530.41,27,6,19249,10,7,74,0
A46120,Equipment,2018-12-23,237048,Straight-Line,14,44837.79,16,5,16126,5,1,36,1
A46121,Furniture,2012-04-10,113626,Declining Balance,5,42617.53,23,12,1330,6,4,93,0
A46122,Vehicle,2014-07-11,140711,Straight-Line,16,-89977.94,12,10,10040,4,10,27,0
A46123,Machine,2014-04-10,137337,Straight-Line,15,-78940.56,25,10,7166,9,8,39,0
A46124,Equipment,2009-01-16,168333,Declining Balance,16,-255368.08,14,15,12303,11,8,52,1
A46125,Furniture,2020-11-26,208285,Declining Balance,19,55409.52,30,3,12202,12,1,37,1
A46126,Vehicle,2007-06-02,10822,Straight-Line,9,-6085.23,18,17,19334,12,8,92,0
A46127,Furniture,2004-12-25,197083,Declining Balance,14,-349079.89,24,19,602,5,6,85,0
A46128,Furniture,2017-09-21,33883,Straight-Line,8,14782.27,11,7,14448,5,8,27,0
A46129,Furniture,2005-10-17,166196,Straight-Line,15,-307052.8,7,18,14333,7,2,40,1
A46130,Machine,2018-09-27,231703,Straight-Line,18,-19793.15,22,6,17257,0,3,54,1
A46131,Machine,2011-09-07,146217,Declining Balance,9,-26046.66,19,13,11699,13,4,21,0
A46132,Furniture,2017-09-26,249418,Straight-Line,18,-66324.69,22,7,6410,14,6,2,0
A46133,Furniture,2007-07-08,138915,Straight-Line,7,-28924.77,11,17,3547,4,2,6,1
A46134,Machine,2015-01-29,121354,Declining Balance,11,-8039.29,27,9,6833,13,8,95,0
A46135,Machine,2007-05-13,59912,Straight-Line,16,-107014.32,22,17,8048,11,5,16,0
A46136,Machine,2011-04-30,8953,Straight-Line,15,-9105.08,27,13,1277,4,7,36,0
A46137,Building,2022-12-10,233914,Straight-Line,6,208305.22,18,1,259,15,3,20,1
A46138,Building,2017-11-12,67720,Declining Balance,10,20965.37,18,6,12298,11,8,27,0
A46139,Building,2006-12-31,139501,Straight-Line,15,-232508.04,14,17,10210,7,10,34,1
A46140,Machine,2010-03-20,94631,Straight-Line,11,-56918.6,23,14,17364,10,1,39,1
A46141,Vehicle,2018-04-30,230671,Declining Balance,12,52378.12,24,6,17471,13,2,94,1
A46142,Building,2020-01-15,18607,Straight-Line,12,8048.42,21,4,13350,0,8,7,0
A46143,Vehicle,2013-06-09,62357,Straight-Line,13,-29523.05,13,11,11353,13,8,42,0
A46144,Machine,2022-12-07,76894,Declining Balance,12,59981.53,24,1,14015,8,6,65,0
A46145,Building,2005-02-03,137959,Straight-Line,16,-296555.15,14,19,16405,5,1,54,1
A46146,Vehicle,2023-01-30,5553,Declining Balance,16,4055.97,6,1,5727,7,2,98,1
A46147,Machine,2013-05-15,227685,Declining Balance,18,-239636.9,6,11,18440,0,10,14,1
A46148,Machine,2020-09-07,110284,Declining Balance,9,69765.96,23,4,13716,12,6,73,0
A46149,Building,2024-05-20,116293,Straight-Line,13,110535.7,27,0,15672,6,7,51,0
A46150,Equipment,2013-04-10,201367,Declining Balance,18,-215413.04,30,11,9819,9,4,52,0
A46151,Machine,2010-10-31,165922,Declining Balance,16,-204215.89,29,13,19834,0,1,35,1
A46152,Building,2006-04-10,249825,Declining Balance,20,-674732.84,9,18,19816,13,8,88,1
A46153,Building,2011-01-17,58690,Straight-Line,12,-37998.96,9,13,18110,13,4,1,1
A46154,Equipment,2023-02-26,203150,Declining Balance,17,147514.73,28,1,14092,6,4,59,0
A46155,Machine,2023-03-31,9204,Straight-Line,18,6684.88,25,1,1990,13,9,37,0
A46156,Building,2005-12-10,210565,Straight-Line,18,-503336.88,26,18,4143,5,5,68,0
A46157,Furniture,2011-06-29,134863,Declining Balance,14,-115915.67,5,13,14801,10,10,53,1
A46158,Vehicle,2021-02-20,130303,Declining Balance,9,87763.53,27,3,15923,12,3,9,1
A46159,Equipment,2016-03-10,41023,Declining Balance,18,-22338.99,14,8,15620,10,7,22,0
A46160,Vehicle,2022-04-26,148496,Declining Balance,19,79390.44,22,2,14154,0,8,62,0
A46161,Building,2009-04-19,210078,Declining Balance,10,-115053.68,9,15,12563,6,1,91,1
A46162,Building,2019-06-20,229061,Straight-Line,16,34767.07,11,5,12277,14,3,91,1
A46163,Furniture,2018-09-25,248240,Declining Balance,14,38480.6,10,6,16120,3,8,20,0
A46164,Building,2010-08-17,169816,Straight-Line,19,-286668.02,28,14,16117,2,10,42,0
A46165,Equipment,2016-11-17,103301,Declining Balance,5,62546.63,22,7,12679,0,9,59,0
A46166,Building,2006-06-13,64096,Straight-Line,8,-29888.05,22,18,5473,4,1,61,1
A46167,Machine,2018-04-12,26547,Declining Balance,14,2424.87,16,6,203,14,4,2,0
A46168,Equipment,2011-11-18,185308,Declining Balance,16,-196964.63,28,12,1203,8,2,40,1
A46169,Furniture,2018-06-18,152115,Declining Balance,15,8210.04,26,6,5965,10,8,28,0
A46170,Equipment,2011-10-16,16828,Straight-Line,12,-9390.49,8,12,13264,13,10,54,1
A46171,Equipment,2015-11-19,237389,Straight-Line,8,68602.17,17,8,14176,3,9,34,0
A46172,Equipment,2011-06-08,152167,Straight-Line,10,-50819.61,29,13,5427,9,6,68,0
A46173,Building,2019-10-15,65920,Straight-Line,17,10102.92,14,4,13604,2,9,95,0
A46174,Equipment,2021-08-13,15496,Declining Balance,19,6219.63,30,3,19285,12,1,67,1
A46175,Building,2013-03-05,158916,Declining Balance,15,-117532.53,12,11,3049,7,5,41,0
A46176,Building,2016-08-11,203563,Declining Balance,8,70694.92,30,8,1868,11,7,57,0
A46177,Vehicle,2021-05-03,48268,Declining Balance,19,16810.49,18,3,19367,12,10,76,0
A46178,Furniture,2021-08-11,214891,Straight-Line,18,92809.36,22,3,12486,14,7,35,0
A46179,Building,2011-09-15,91521,Declining Balance,9,-16122.74,24,13,4046,3,10,94,0
A46180,Vehicle,2010-06-09,99315,Declining Balance,11,-57311.56,27,14,7043,9,3,28,1
A46181,Vehicle,2018-11-19,5627,Declining Balance,14,990.97,11,5,18406,11,6,57,0
A46182,Building,2017-08-29,140155,Straight-Line,12,20581.67,26,7,3344,14,8,81,0
A46183,Building,2021-05-22,24342,Straight-Line,13,13652.19,19,3,19256,14,8,22,0
A46184,Machine,2016-08-31,151891,Declining Balance,13,-8131.37,29,8,4934,8,1,77,1
A46185,Machine,2014-05-09,110367,Straight-Line,13,-39124.35,25,10,13525,6,6,57,0
A46186,Building,2014-10-15,227681,Straight-Line,11,-22356.4,30,9,7533,0,2,91,1
A46187,Furniture,2007-11-24,111914,Straight-Line,18,-228114.46,16,16,4730,6,9,93,0
A46188,Machine,2017-07-27,180830,Declining Balance,11,37612.64,12,7,4860,15,4,23,0
A46189,Furniture,2014-11-11,118178,Straight-Line,6,47912.28,9,9,12117,0,4,84,0
A46190,Vehicle,2020-08-11,23425,Declining Balance,19,4926.95,30,4,7520,7,3,28,1
A46191,Furniture,2017-05-15,106645,Straight-Line,19,-43297.87,23,7,14177,4,1,85,1
A46192,Building,2005-12-07,20368,Straight-Line,11,-21851.24,9,18,2542,8,5,23,1
A46193,Equipment,2021-06-12,73326,Straight-Line,5,61151.88,15,3,7599,7,5,37,0
A46194,Furniture,2013-10-23,28076,Declining Balance,10,-2699.91,15,10,7038,0,6,73,0
A46195,Building,2013-06-07,190671,Declining Balance,6,60941.59,18,11,14878,8,6,55,0
A46196,Machine,2013-12-26,185094,Declining Balance,14,-94413.15,15,10,3246,1,5,66,0
A46197,Vehicle,2017-10-11,39551,Declining Balance,18,-10224.75,6,6,11073,2,10,96,0
A46198,Furniture,2009-07-29,200682,Declining Balance,14,-226369.3,23,15,1234,7,6,20,0
A46199,Furniture,2013-08-25,129261,Straight-Line,16,-100788.17,26,11,6096,6,7,13,0
A46200,Building,2024-05-27,25228,Declining Balance,10,24315.64,28,0,3384,5,1,22,1
A46201,Machine,2020-12-31,156295,Declining Balance,20,38538.49,29,3,4983,8,10,26,0
A46202,Vehicle,2006-05-13,112516,Straight-Line,12,-136104.29,26,18,11307,10,1,88,1
A46203,Equipment,2017-01-07,226149,Straight-Line,5,138508.52,8,7,4140,8,4,46,0
A46204,Vehicle,2020-03-20,117769,Declining Balance,11,58816.74,11,4,14364,3,2,42,1
A46205,Machine,2014-04-23,180472,Declining Balance,14,-83887.34,19,10,1981,5,3,92,1
A46206,Machine,2011-01-20,232783,Declining Balance,20,-405999.06,8,13,9825,15,10,37,1
A46207,Equipment,2023-08-04,120881,Straight-Line,6,112356.41,26,1,4927,0,9,5,0
A46208,Furniture,2019-10-14,220342,Declining Balance,13,77590.57,25,4,5060,5,8,24,0
A46209,Vehicle,2016-09-10,30574,Straight-Line,12,941.51,8,8,18649,10,10,70,0
A46210,Equipment,2011-09-04,121343,Declining Balance,20,-196542.42,18,13,16169,15,8,37,0
A46211,Furniture,2012-05-30,71280,Straight-Line,17,-78513.46,24,12,10633,0,6,30,0
A46212,Machine,2014-08-09,179812,Declining Balance,9,15276.63,7,10,6372,3,4,87,1
A46213,Vehicle,2008-10-03,191688,Straight-Line,5,38153.79,15,16,3973,13,9,36,1
A46214,Machine,2010-08-19,217306,Declining Balance,12,-151483.12,15,14,16650,10,5,52,0
A46215,Machine,2024-09-10,68210,Declining Balance,6,67918.47,24,0,4695,7,3,68,1
A46216,Furniture,2017-12-26,106875,Straight-Line,17,-16373.84,29,6,12335,8,6,11,0
A46217,Building,2021-08-28,249532,Straight-Line,12,156418.96,12,3,5306,7,9,24,0
A46218,Vehicle,2023-06-10,65925,Straight-Line,6,60679.9,29,1,17381,5,10,18,0
A46219,Building,2005-02-23,77765,Straight-Line,8,-44358.01,5,19,16766,7,10,89,1
A46220,Building,2011-02-01,100064,Declining Balance,18,-146471.76,22,13,5489,14,3,75,1
A46221,Building,2018-04-09,243516,Declining Balance,13,37788.35,25,6,17522,15,9,88,0
A46222,Vehicle,2015-10-15,228372,Declining Balance,9,43728.55,22,8,15066,5,9,71,0
A46223,Vehicle,2014-11-22,90092,Straight-Line,19,-79019.32,5,9,17694,15,5,93,1
A46224,Equipment,2008-02-16,221395,Declining Balance,8,-73491.01,22,16,10268,4,5,52,0
A46225,Machine,2008-03-04,168799,Straight-Line,13,-195529.36,7,16,237,11,8,10,1
A46226,Building,2005-07-10,93151,Straight-Line,18,-229697.61,27,19,11259,1,4,49,0
A46227,Building,2006-11-14,137774,Declining Balance,20,-355645.65,29,17,9243,13,10,72,0
A46228,Building,2005-05-06,20148,Straight-Line,5,571.32,17,19,11167,2,2,38,1
A46229,Building,2006-10-07,221432,Straight-Line,19,-536326.5,6,18,11782,10,7,68,1
A46230,Machine,2009-11-03,104616,Straight-Line,8,-20372.89,12,14,1845,1,9,99,1
A46231,Vehicle,2017-09-27,100882,Straight-Line,7,51237.0,18,7,11121,11,5,100,0
A46232,Machine,2021-12-11,166660,Straight-Line,11,114926.91,9,2,10469,9,6,9,0
A46233,Machine,2005-01-09,57616,Declining Balance,16,-124482.13,17,19,9048,7,3,9,1
A46234,Vehicle,2022-07-10,153406,Declining Balance,14,105215.5,27,2,9348,7,8,5,0
A46235,Vehicle,2023-10-14,58704,Straight-Line,14,50643.06,25,0,15615,10,5,49,0
A46236,Furniture,2019-01-06,34152,Declining Balance,12,10573.08,5,5,19189,8,9,70,0
A46237,Machine,2012-05-25,70259,Declining Balance,8,700.67,27,12,9300,8,6,64,0
A46238,Furniture,2013-10-27,128429,Straight-Line,10,-12209.55,28,10,13753,2,2,20,1
